date,agency,final_incident_type,of_incidents_calculated,call_to_first_pickup,call_to_pd_calltaker_handoff,call_to_ems_pickup,call_to_agency_job_creation,call_to_agency_dispatch,call_to_agency_arrival,call_to_first_arrival_multi,median_pickup,median_calltaker_handoff,median_ems_pickup,median_ems_job_creation,median_dispatch,median_travel,median_cumulative_first,average_travel,average_dispatch,average_ems_processing,average_ems_pickup,average_calltaker_processing,average_pickup,call_to_fdny_pickup,call_to_fdny_job_creation,median_fdny_pickup,median_fdny_job_creation,average_fd_pickup,average_fd_processing
2025-03-17T00:00:00.000,NYPD (Non-CIP),Past Crime,4067,4.79,206.48,,,1038.52,5911.95,5779.19,3,173,,,272,2535,3387,81.22,13.87,,,3.36,0.08,,,,,,
2025-03-17T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,288,4.62,197.73,,,964.61,4408.22,4196.26,3,171.5,,,255.5,2053.5,2723,57.39,12.78,,,3.22,0.08,,,,,,
2025-03-17T00:00:00.000,NYPD,3. Non-Critical,764,4.48,172.2,,,559.52,1485.69,1460.53,3,138,,,143,429.5,835.5,15.44,6.46,,,2.8,0.07,,,,,,
2025-03-17T00:00:00.000,NYPD (Non-CIP),Possible Crimes,7061,4.37,159.71,,,821.24,4307.18,4172.71,3,125,,,218,1711,2296,58.1,11.03,,,2.59,0.07,,,,,,
2025-03-17T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12415,4.5,101.26,108.4,166.19,368.27,1075.53,970.99,3,91.5,11.5,36,104,581.75,695.75,11.79,4.45,0.98,0.16,1.61,0.08,,,,,,
2025-03-17T00:00:00.000,FDNY,1. Structural Fires,244,3.8,28.13,,,93.27,296.69,295.81,3,16.5,,,7,195,282.5,3.39,0.14,,,0.41,0.06,31.32,83.42,5,46,0.09,0.87
2025-03-17T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),3001,4.7,164.75,,,612.47,1540.5,1528.89,3,134,,,133,402,803,15.47,7.46,,,2.67,0.08,,,,,,
2025-03-17T00:00:00.000,FDNY,3. Medical Emergencies,3681,4.43,290.43,82.11,282.93,321.27,667.53,559.12,3,131,5,55,7,326,477,5.77,0.51,2.36,0.09,4.77,0.07,,,,,,
2025-03-17T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,144,6.11,176.77,,,566.49,3622.88,1555.72,3,151,,,130,1610.5,456.5,50.94,6.5,,,2.84,0.1,,,,,,
2025-03-17T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,2168,4.64,155.07,,,736.55,3328.8,3297.09,3,125,,,210.5,1164,1778.5,43.2,9.69,,,2.51,0.08,,,,,,
2025-03-17T00:00:00.000,NYPD (Non-CIP),Disorderly,1,4,161,,,927,1642,1642,4,157,,,766,715,1642,11.92,12.77,,,2.62,0.07,,,,,,
2025-03-10T00:00:00.000,NYPD (Non-CIP),Possible Crimes,6936,4.28,155.97,,,837.5,4434.08,4306.05,3,121,,,225,1723.5,2330.5,59.94,11.36,,,2.53,0.07,,,,,,
2025-03-10T00:00:00.000,FDNY,1. Structural Fires,249,3.9,30.14,,,94.33,297.24,296.94,3,16,,,7,198,292,3.38,0.15,,,0.44,0.07,33.41,83.72,5,47,0.09,0.84
2025-03-10T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,2127,4.13,151.12,,,756.5,3616.72,3559.44,3,125,,,216,1152,1793,47.67,10.09,,,2.45,0.07,,,,,,
2025-03-10T00:00:00.000,FDNY,2. Non-Structural Fires,159,4.33,33.65,,,98.93,391.4,389.89,3,18,,,8,266,352,4.87,0.16,,,0.49,0.07,38.13,88.91,5,44,0.08,0.85
2025-03-10T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12413,4.33,99.69,106.26,163.94,469.29,1205.96,1088.53,3,90.5,9,37,108.5,584.5,730,12.28,6.16,0.98,0.15,1.59,0.07,,,,,,
2025-03-10T00:00:00.000,NYPD (Non-CIP),Past Crime,4016,4.63,207.39,,,1069.48,6128.88,6033.77,3,171.5,,,275.5,2563,3371,84.32,14.37,,,3.38,0.08,,,,,,
2025-03-10T00:00:00.000,FDNY,4. Non-Medical Emergencies,2436,4.24,207.74,,,275.12,616.28,534.71,3,28,,,7,307,427,5.69,0.17,,,3.39,0.07,54.63,114.97,5,47,0.09,1.01
2025-03-10T00:00:00.000,NYPD (Non-CIP),Investigate/Possible Crime,2,4,91.5,,,138.5,246,246,4,87.5,,,47,107.5,246,1.79,0.78,,,1.46,0.07,,,,,,
2025-03-10T00:00:00.000,NYPD (Non-CIP),Dispute,5164,4.11,173.37,,,869.38,3472.32,3443.68,3,143,,,211,1051.5,1731.5,43.38,11.6,,,2.82,0.07,,,,,,
2025-03-10T00:00:00.000,NYPD,3. Non-Critical,803,4.39,175.52,,,633.66,1622.07,1577.55,3,139,,,151,424,825,16.47,7.64,,,2.85,0.07,,,,,,
2025-03-10T00:00:00.000,NYPD (Non-CIP),Alarms,2362,3.98,139.83,,,589.7,2701.3,2700.76,3,113,,,155,847.5,1332,35.19,7.5,,,2.26,0.07,,,,,,
2025-03-10T00:00:00.000,NYPD,1. Critical,1022,3.82,137.56,,,263.84,520.38,507.8,3,106,,,72,178,407,4.28,2.1,,,2.23,0.06,,,,,,
2025-03-10T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,137,5.08,178.47,,,556.04,3177.27,1404.47,3,140,,,109,1730,578,43.69,6.29,,,2.89,0.08,,,,,,
2025-03-10T00:00:00.000,EMS,1. Life Threating Med Emergencies,10051,4.41,81.76,87.09,144.48,211.55,666.85,598.37,3,77,9,33.5,78.5,396.5,504,7.59,2.16,0.98,0.12,1.29,0.07,,,,,,
2025-03-10T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,301,4.7,185.33,,,992.29,4178.05,4054.73,4,155,,,260,1570,2211,53.1,13.45,,,3.01,0.08,,,,,,
2025-03-10T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,111,4.79,118.36,,,487.71,1453.91,1453.91,4,90,,,107,543,952,16.1,6.16,,,1.89,0.08,,,,,,
2025-03-10T00:00:00.000,NYPD,2. Serious,2321,4.3,135.69,,,297.88,707.15,683.45,3,100,,,81,252,496,6.82,2.7,,,2.19,0.07,,,,,,
2025-03-10T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2929,4.35,157.86,,,619.89,1625.75,1607.29,3,129,,,136,424,819,16.76,7.7,,,2.56,0.07,,,,,,
2025-03-10T00:00:00.000,FDNY,3. Medical Emergencies,3569,4.56,318.23,83.64,310.16,353.66,700.79,590.11,3,132,5,54,7,330,477,5.79,0.59,2.53,0.09,5.23,0.08,,,,,,
2025-03-03T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,1952,4.57,155.91,,,734.59,3334.45,3297.01,3,126.5,,,214,1176.5,1779,43.33,9.64,,,2.52,0.08,,,,,,
2025-03-03T00:00:00.000,FDNY,1. Structural Fires,251,4.11,27.06,,,107.22,318.08,316.63,3,16,,,8,200,288,3.51,0.16,,,0.38,0.07,30.92,96.77,5,46,0.08,1.1
2025-03-03T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2699,4.45,160.18,,,631.33,1548.67,1545.49,3,131,,,134,394,789,15.29,7.85,,,2.6,0.07,,,,,,
2025-03-03T00:00:00.000,NYPD,1. Critical,950,3.95,147.59,,,274.52,524.57,509.52,3,111,,,72,179,413,4.17,2.12,,,2.39,0.07,,,,,,
2025-03-03T00:00:00.000,NYPD (Non-CIP),Possible Crimes,6739,4.4,160.79,,,802.4,4176.14,4034.91,3,127,,,220,1660,2213,56.23,10.69,,,2.61,0.07,,,,,,
2025-03-03T00:00:00.000,NYPD,2. Serious,2217,4.45,129.86,,,300.65,688.94,668.32,3,98,,,83,244,478,6.47,2.85,,,2.09,0.07,,,,,,
2025-03-03T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,118,3.99,113.27,,,380.42,1228.44,1228.44,3,86.5,,,138.5,356,726.5,14.13,4.45,,,1.82,0.07,,,,,,
2025-03-03T00:00:00.000,FDNY,2. Non-Structural Fires,186,4.51,38.53,,,132.59,410.72,399.58,3,16,,,8,266,362,4.64,0.18,,,0.57,0.08,35.2,116.93,5,46,0.08,1.36
2025-03-03T00:00:00.000,NYPD,3. Non-Critical,684,4.58,175.69,,,595.18,1547.89,1541.92,3,143,,,135,462,843,15.88,6.99,,,2.85,0.08,,,,,,
2025-03-03T00:00:00.000,EMS,1. Life Threating Med Emergencies,9686,4.84,81.82,86.67,145.1,203.39,654.03,589.37,3,77,7.5,36,76,401,501.25,7.51,2.03,0.99,0.11,1.28,0.08,,,,,,
2025-03-03T00:00:00.000,FDNY,3. Medical Emergencies,3339,4.78,290.42,84.69,283.05,325.11,680.34,572.58,3,133,5,55,7,333,485,5.92,0.58,2.58,0.1,4.76,0.08,,,,,,
2025-03-03T00:00:00.000,NYPD (Non-CIP),Dispute,5092,4.29,173.07,,,853.97,3159.68,3140.03,3,143,,,207,951.5,1601,38.43,11.35,,,2.81,0.07,,,,,,
2025-03-03T00:00:00.000,NYPD (Non-CIP),Alarms,2887,4.23,138.24,,,570.99,2320.82,2320.82,3,115,,,141,758,1207,29.16,7.21,,,2.23,0.07,,,,,,
2025-03-03T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12176,4.73,102.14,108.61,166.97,417.67,1134.33,1020.21,3,91.5,8,38.5,100,583.5,718,11.94,5.26,0.99,0.15,1.62,0.08,,,,,,
2025-03-03T00:00:00.000,NYPD (Non-CIP),Past Crime,3930,5.02,204.34,,,1045.8,5772.97,5657.76,3,173,,,278,2477.5,3242,78.79,14.02,,,3.32,0.08,,,,,,
2025-03-03T00:00:00.000,FDNY,4. Non-Medical Emergencies,2614,4.81,161.61,,,235.72,587.94,535.29,3,29.5,,,7,308.5,435,5.87,0.24,,,2.61,0.08,56.78,119.83,5,47,0.09,1.05
2025-03-03T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,291,4.84,189.54,,,901.53,4160.05,3932.38,3,162,,,251,1676,2277,54.31,11.87,,,3.08,0.08,,,,,,
2025-03-03T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,139,5.65,189.93,,,547,3777.16,1971.12,3,164,,,126,2031,517,53.84,5.95,,,3.07,0.09,,,,,,
2025-02-24T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,317,4.96,179.74,,,892.64,4234.9,4015.59,3,154,,,282,1687,2405,55.7,11.88,,,2.91,0.08,,,,,,
2025-02-24T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2921,4.69,164.81,,,624.65,1555.11,1549.29,3,133,,,136,399,814,15.51,7.66,,,2.67,0.08,,,,,,
2025-02-24T00:00:00.000,NYPD (Non-CIP),Dispute,5066,4.69,175.97,,,836.96,3304.8,3273.45,3,146,,,206,1024,1713,41.13,11.02,,,2.85,0.08,,,,,,
2025-02-24T00:00:00.000,EMS,1. Life Threating Med Emergencies,10376,4.88,82.92,88.5,147.86,223.3,700.64,623.88,3,80.25,10,35.5,84.25,424.5,529.25,7.96,2.34,1.01,0.12,1.3,0.08,,,,,,
2025-02-24T00:00:00.000,FDNY,1. Structural Fires,247,4.89,28.61,,,95.18,294.3,292.36,3,15,,,8,193,286,3.32,0.15,,,0.4,0.08,33.18,86.18,5,49,0.09,0.88
2025-02-24T00:00:00.000,NYPD,2. Serious,2353,4.53,134.66,,,294.17,687.51,672.99,3,102,,,80,249,487,6.56,2.66,,,2.17,0.08,,,,,,
2025-02-24T00:00:00.000,NYPD,3. Non-Critical,758,4.15,172.43,,,528.6,1468.78,1455.34,3,139,,,141,433,824.5,15.67,5.94,,,2.8,0.07,,,,,,
2025-02-24T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,157,5.67,199.17,,,600.66,3983.3,2077.15,3,170,,,139,1969,496,56.38,6.69,,,3.23,0.09,,,,,,
2025-02-24T00:00:00.000,NYPD (Non-CIP),Investigate/Possible Crime,2,3,286,,,480.5,488.5,488.5,3,283,,,194.5,8,488.5,0.13,3.24,,,4.72,0.05,,,,,,
2025-02-24T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,106,5.27,115.35,,,468.08,1474.15,1470.7,3,86,,,152,543.5,980,16.77,5.88,,,1.83,0.09,,,,,,
2025-02-24T00:00:00.000,NYPD (Non-CIP),Alarms,2698,4.39,142.35,,,549.19,2569.98,2568.3,3,114,,,146,817,1296,33.68,6.78,,,2.3,0.07,,,,,,
2025-02-24T00:00:00.000,NYPD,1. Critical,973,4.63,144.49,,,265.52,532.35,516.77,3,109,,,69,186,416,4.45,2.02,,,2.33,0.08,,,,,,
2025-02-24T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12169,4.78,101.15,108.39,168.08,547.27,1323.45,1188.78,3,92,9.5,38.5,113,599.25,748.5,12.94,7.44,1.02,0.16,1.61,0.08,,,,,,
2025-02-24T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,2062,4.49,153.99,,,750.64,3385.82,3349.69,3,126,,,217,1108,1819,43.92,9.94,,,2.49,0.07,,,,,,
2025-02-24T00:00:00.000,FDNY,4. Non-Medical Emergencies,2551,4.6,162.15,,,233.23,568.01,521.33,3,27,,,7,299,421,5.58,0.17,,,2.63,0.08,56.35,120.22,5,48.5,0.09,1.06
2025-02-24T00:00:00.000,NYPD (Non-CIP),Possible Crimes,6661,4.44,161.66,,,797.4,4321.29,4189.57,3,127,,,227,1704,2285,58.73,10.6,,,2.62,0.07,,,,,,
2025-02-24T00:00:00.000,FDNY,3. Medical Emergencies,3814,4.94,328.54,83.76,320.3,361.97,714.17,603.53,3,136,5,57,7,330,484,5.87,0.56,2.55,0.09,5.39,0.08,,,,,,
2025-02-24T00:00:00.000,NYPD (Non-CIP),Past Crime,3990,5.03,205.41,,,983.44,6006.89,5925.71,3,173,,,276,2620.5,3503.5,83.72,12.97,,,3.34,0.08,,,,,,
2025-02-24T00:00:00.000,FDNY,2. Non-Structural Fires,180,4.09,508.28,,,582.26,850.09,368.34,3,15,,,7,247.5,347,4.46,0.16,,,8.4,0.07,30.62,90.86,5,49,0.09,1
2025-02-17T00:00:00.000,FDNY,3. Medical Emergencies,3399,3.82,274.12,81.45,267.1,308.29,659.02,548.3,3,134,5,56,7,334,480,5.85,0.57,2.18,0.08,4.5,0.06,,,,,,
2025-02-17T00:00:00.000,NYPD,2. Serious,2175,3.66,132.02,,,284.74,666.04,639.65,3,98,,,75,237,480,6.36,2.55,,,2.14,0.06,,,,,,
2025-02-17T00:00:00.000,NYPD (Non-CIP),Past Crime,3603,3.83,205.86,,,880.37,5347.33,5255.62,3,175,,,233,2388,3122,74.45,11.24,,,3.37,0.06,,,,,,
2025-02-17T00:00:00.000,NYPD,1. Critical,886,3.51,139.79,,,251.71,491.02,467.24,3,110,,,70,176,400,3.99,1.87,,,2.27,0.06,,,,,,
2025-02-17T00:00:00.000,NYPD,3. Non-Critical,649,3.55,170.98,,,485.69,1290.66,1275.51,3,143,,,121,385,737,13.42,5.25,,,2.79,0.06,,,,,,
2025-02-17T00:00:00.000,EMS,1. Life Threating Med Emergencies,9662,3.71,79.35,84.76,142.82,189.99,631.64,569.3,3,80,11,33.5,79.5,400.75,512.25,7.36,1.84,0.99,0.12,1.26,0.06,,,,,,
2025-02-17T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,11705,3.68,99.46,106.81,165,318.94,973.16,891.47,3,91.5,11.5,36,96.5,546.75,683.5,10.9,3.66,0.99,0.16,1.6,0.06,,,,,,
2025-02-17T00:00:00.000,FDNY,4. Non-Medical Emergencies,2712,3.66,135.66,,,203.34,542.75,492.64,3,26,,,7,303,420,5.66,0.2,,,2.2,0.06,54.22,111.52,5,48,0.09,0.95
2025-02-17T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,1922,3.57,154.63,,,642.52,3179.33,3144.09,3,129,,,175,1121.5,1659.5,42.28,8.13,,,2.52,0.06,,,,,,
2025-02-17T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,129,3.91,186.87,,,555.92,3850.91,1683.05,3,149,,,130,1927,416,54.92,6.15,,,3.05,0.07,,,,,,
2025-02-17T00:00:00.000,NYPD (Non-CIP),Dispute,4917,3.59,173.23,,,714.91,3010.34,2970.37,3,140,,,187,936,1526,38.26,9.03,,,2.83,0.06,,,,,,
2025-02-17T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,105,3.62,107.05,,,526.62,1659.67,1579.9,3,76,,,172,525,905,18.88,6.99,,,1.72,0.06,,,,,,
2025-02-17T00:00:00.000,NYPD (Non-CIP),Alarms,3266,3.56,137.3,,,511.54,2231.03,2231.03,3,112,,,134,707,1135.5,28.66,6.24,,,2.23,0.06,,,,,,
2025-02-17T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2631,3.49,164.2,,,545.8,1428.86,1412.2,3,134,,,123,367,747,14.72,6.36,,,2.68,0.06,,,,,,
2025-02-17T00:00:00.000,FDNY,1. Structural Fires,278,3.79,45.53,,,108.28,311.26,294.83,3,16,,,8,194,282,3.38,0.17,,,0.7,0.06,31.49,79.79,5,44,0.09,0.81
2025-02-17T00:00:00.000,NYPD (Non-CIP),Possible Crimes,6562,3.66,161.17,,,717.81,3972.16,3821.12,3,127,,,208,1607.5,2164,54.24,9.28,,,2.63,0.06,,,,,,
2025-02-17T00:00:00.000,FDNY,2. Non-Structural Fires,144,3.58,44.1,,,108.52,380.76,375.58,3,17,,,7,259.5,349,4.54,0.15,,,0.68,0.06,31.74,83.81,5,42,0.09,0.87
2025-02-17T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,238,4.11,206.97,,,815.66,3432.94,3303.18,3,176.5,,,224.5,1416.5,2045,43.62,10.14,,,3.38,0.07,,,,,,
2025-02-10T00:00:00.000,EMS,1. Life Threating Med Emergencies,10080,5.39,84.42,90.21,147.9,238.24,731.68,653.17,3,80.5,9.5,34,83,425,535,8.22,2.56,0.98,0.13,1.32,0.09,,,,,,
2025-02-10T00:00:00.000,FDNY,1. Structural Fires,249,4.69,34.88,,,99.78,305.37,302.86,3,17,,,8,190,283,3.43,0.16,,,0.5,0.08,34.89,86.07,5,46,0.08,0.85
2025-02-10T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,295,5.62,196.99,,,747.14,4063.7,3836.64,3,167,,,262,1568,2175,55.28,9.17,,,3.19,0.09,,,,,,
2025-02-10T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,11976,5.21,104.43,111.74,170.21,702.95,1503.39,1368.13,3,93.5,10.5,37,122.5,627.5,795.5,13.34,9.98,1,0.16,1.65,0.09,,,,,,
2025-02-10T00:00:00.000,FDNY,2. Non-Structural Fires,462,4.88,36.83,,,104.27,385.76,378.77,3,19,,,11,264,366,4.69,0.22,,,0.53,0.08,38.75,88.87,5,41,0.08,0.84
2025-02-10T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,103,5.35,129.09,,,471.8,1702.68,1702.68,3,107,,,135,627,992,20.51,5.71,,,2.06,0.09,,,,,,
2025-02-10T00:00:00.000,NYPD,1. Critical,892,4.75,143.97,,,265.5,561.72,542.72,3,109,,,68,185.5,419,4.94,2.03,,,2.32,0.08,,,,,,
2025-02-10T00:00:00.000,FDNY,3. Medical Emergencies,3596,5.24,369.45,85.55,360.48,403.49,765.18,653.68,3,133,5,56,7,340.5,496,6.03,0.57,3.73,0.09,6.07,0.09,,,,,,
2025-02-10T00:00:00.000,FDNY,4. Non-Medical Emergencies,2586,5.17,171.98,,,255.31,598.09,545.41,3,27,,,7,303,424.5,5.71,0.25,,,2.78,0.09,55.01,126.66,5,48,0.09,1.19
2025-02-10T00:00:00.000,NYPD,3. Non-Critical,699,5.39,173.35,,,548.93,1474.74,1466.64,3,140,,,137,418,800,15.43,6.26,,,2.8,0.09,,,,,,
2025-02-10T00:00:00.000,NYPD (Non-CIP),Investigate/Possible Crime,2,2.5,342,,,519,521,521,2.5,339.5,,,177,2,521,0.03,2.95,,,5.66,0.04,,,,,,
2025-02-10T00:00:00.000,NYPD (Non-CIP),Dispute,5133,4.93,175.47,,,767.7,3204.75,3182.35,3,145,,,195,954,1616,40.62,9.87,,,2.84,0.08,,,,,,
2025-02-10T00:00:00.000,NYPD (Non-CIP),Possible Crimes,6541,4.79,164.36,,,787.69,4384.52,4270.63,3,130,,,226,1789,2367,59.95,10.39,,,2.66,0.08,,,,,,
2025-02-10T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,2010,4.79,151.3,,,737.26,3241.49,3203.27,3,124,,,203.5,1222,1771.5,41.74,9.77,,,2.44,0.08,,,,,,
2025-02-10T00:00:00.000,NYPD (Non-CIP),Past Crime,3739,5.69,205.88,,,966.3,5535.96,5456.26,3,171,,,258,2324,3154,76.16,12.67,,,3.34,0.09,,,,,,
2025-02-10T00:00:00.000,NYPD (Non-CIP),Alarms,2880,4.67,138.81,,,588.23,2580.07,2579.78,3,113,,,156,843.5,1331.5,33.2,7.49,,,2.24,0.08,,,,,,
2025-02-10T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,155,5.61,177.34,,,571.57,4359.04,1807.3,3,145,,,140,2348,470,63.12,6.57,,,2.86,0.09,,,,,,
